image,site,max_conf,cluster,confuser_label,confuser_family
sdis-07_brison-110_2024-03-01T11-10-47.jpg,brison,0.4899,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-26T10-51-42.jpg,courmettes,0.487,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-22T15-40-32.jpg,courmettes,0.4867,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-29T09-42-30.jpg,brison,0.4865,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-290_2024-09-05T11-16-14.jpg,brison,0.486,5,broken overcast over ridgelines,cloud
force-06_courmettes-275_2024-02-09T17-40-05.jpg,courmettes,0.4859,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-02-04T10-21-11.jpg,courmettes,0.4849,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-08T09-20-23.jpg,courmettes,0.4848,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-08T09-20-18.jpg,courmettes,0.4848,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-01-25T16-59-17.jpg,brison,0.4842,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-26T11-28-48.jpg,courmettes,0.4841,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-20T18-59-15.jpg,courmettes,0.4837,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-12T09-30-58.jpg,courmettes,0.4827,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-200_2024-03-06T15-39-21.jpg,brison,0.4827,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-23T09-21-16.jpg,brison,0.4822,1,bright scattered / cumulus clouds,cloud
sdis-77_croix-augas-212_2024-09-15T08-22-44.jpg,croix-augas,0.4813,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-11T11-12-37.jpg,courmettes,0.481,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-06T16-15-15.jpg,brison,0.4807,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-28T11-28-59.jpg,brison,0.4794,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-20T18-03-12.jpg,courmettes,0.4793,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-01-11T11-06-07.jpg,courmettes,0.4789,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-09-17T18-45-57.jpg,courmettes,0.478,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-212_2024-01-22T15-24-01.jpg,courmettes,0.4761,3,clear sky / thin high cloud over forest,clear/haze
force-06_valbonne-349_2024-04-04T17-38-17.jpg,valbonne,0.4758,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-16T14-46-13.jpg,courmettes,0.4749,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-24T14-31-47.jpg,courmettes,0.4745,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-08T09-43-33.jpg,courmettes,0.4742,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-04-20T19-47-47.jpg,courmettes,0.4734,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-22T15-26-27.jpg,courmettes,0.4729,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-23T09-32-38.jpg,courmettes,0.4722,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-290_2024-03-02T08-41-32.jpg,brison,0.4718,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-01-31T08-46-42.jpg,courmettes,0.4713,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-01-28T09-05-21.jpg,brison,0.4711,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-22T15-24-27.jpg,courmettes,0.4704,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-212_2024-01-22T15-24-31.jpg,courmettes,0.4704,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-290_2024-02-07T17-06-54.jpg,brison,0.4697,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-20T18-50-43.jpg,courmettes,0.4693,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-30T09-18-48.jpg,courmettes,0.4687,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-04-08T19-31-07.jpg,courmettes,0.4684,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-161_2024-08-08T11-17-27.jpg,croix-augas,0.4683,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-290_2024-09-05T11-16-38.jpg,brison,0.4683,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-23T09-27-39.jpg,courmettes,0.4682,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-161_2024-08-08T11-22-26.jpg,croix-augas,0.468,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-20_2024-01-12T10-33-30.jpg,brison,0.4672,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-04-26T10-59-48.jpg,courmettes,0.4672,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-02-18T10-54-00.jpg,courmettes,0.467,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-20_2024-01-12T10-40-16.jpg,brison,0.467,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-275_2024-02-09T17-39-44.jpg,courmettes,0.4669,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-20T18-58-58.jpg,courmettes,0.4665,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-27T11-54-59.jpg,brison,0.4664,2,fog / marine-layer whiteout,fog
force-06_valbonne-138_2024-01-13T17-27-48.jpg,valbonne,0.4664,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-01-26T14-24-35.jpg,courmettes,0.4662,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-01-25T16-58-18.jpg,brison,0.4655,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-110_2024-01-24T10-53-44.jpg,brison,0.4649,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-24T10-53-35.jpg,brison,0.4649,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-20T18-49-43.jpg,courmettes,0.4647,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-01T11-22-01.jpg,brison,0.4642,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-28T09-06-06.jpg,brison,0.4642,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-09-17T16-25-16.jpg,courmettes,0.4639,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-02-16T14-58-49.jpg,courmettes,0.4637,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-02-27T13-52-59.jpg,courmettes,0.4634,5,broken overcast over ridgelines,cloud
sdis-77_croix-augas-212_2024-09-15T08-23-06.jpg,croix-augas,0.4622,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-02T11-50-58.jpg,courmettes,0.4617,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-01T09-04-44.jpg,courmettes,0.4609,3,clear sky / thin high cloud over forest,clear/haze
sdis-77_croix-augas-161_2024-08-08T11-15-57.jpg,croix-augas,0.4609,3,clear sky / thin high cloud over forest,clear/haze
sdis-77_croix-augas-161_2024-08-08T12-48-25.jpg,croix-augas,0.4608,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-275_2024-02-28T10-29-28.jpg,courmettes,0.4602,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-13T17-31-49.jpg,valbonne,0.458,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-01-20T17-38-13.jpg,brison,0.4577,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-275_2024-01-28T17-49-47.jpg,courmettes,0.4575,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-03T10-44-18.jpg,courmettes,0.4571,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-20T19-00-13.jpg,courmettes,0.4564,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-28T09-16-00.jpg,brison,0.4556,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-26T11-27-56.jpg,brison,0.4555,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-09-17T18-39-18.jpg,courmettes,0.4555,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-01-09T09-37-42.jpg,courmettes,0.4555,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-23T09-25-00.jpg,brison,0.4544,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-290_2024-09-05T09-37-26.jpg,brison,0.4539,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-26T11-10-00.jpg,courmettes,0.4529,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-26T11-09-56.jpg,courmettes,0.4529,5,broken overcast over ridgelines,cloud
force-06_courmettes-80_2024-09-07T11-41-35.jpg,courmettes,0.4524,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-09T10-19-45.jpg,courmettes,0.4522,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-01-02T11-01-27.jpg,courmettes,0.4522,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-02-05T08-41-32.jpg,brison,0.4521,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-26T11-07-18.jpg,courmettes,0.4519,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-25T13-55-42.jpg,courmettes,0.4516,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-01-16T10-38-08.jpg,courmettes,0.4504,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-04-08T19-25-41.jpg,courmettes,0.4503,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-02-12T16-31-20.jpg,brison,0.4499,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-01-21T13-37-01.jpg,brison,0.4499,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-26T11-00-18.jpg,courmettes,0.4495,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-01-10T10-49-49.jpg,courmettes,0.4493,5,broken overcast over ridgelines,cloud
sdis-77_croix-augas-110_2024-07-14T19-41-34.jpg,croix-augas,0.4474,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-200_2024-01-25T16-57-47.jpg,brison,0.4474,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-26T11-12-18.jpg,courmettes,0.4465,5,broken overcast over ridgelines,cloud
sdis-07_brison-290_2024-09-05T09-38-00.jpg,brison,0.4464,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-03T09-07-45.jpg,courmettes,0.4462,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-110_2024-09-11T18-30-14.jpg,croix-augas,0.4458,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-02-23T09-23-17.jpg,brison,0.4456,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-21T14-36-55.jpg,brison,0.4454,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-20T18-47-45.jpg,courmettes,0.4453,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-20T18-06-42.jpg,courmettes,0.4449,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-01-13T17-29-49.jpg,valbonne,0.4446,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-20T17-59-13.jpg,courmettes,0.4443,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-14T16-25-29.jpg,courmettes,0.4439,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-02-02T14-40-43.jpg,brison,0.4429,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-01-11T16-50-23.jpg,courmettes,0.4425,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-10T18-10-18.jpg,courmettes,0.4421,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-02-12T09-54-49.jpg,courmettes,0.4413,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T09-56-06.jpg,courmettes,0.4412,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-02-19T12-08-29.jpg,courmettes,0.4411,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-275_2024-09-17T18-43-49.jpg,courmettes,0.4409,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-212_2024-01-25T13-54-41.jpg,courmettes,0.4393,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-20_2024-01-12T10-39-23.jpg,brison,0.4392,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-16T09-10-05.jpg,courmettes,0.4391,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-12T09-31-00.jpg,courmettes,0.4387,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-20_2024-02-12T08-56-43.jpg,brison,0.4383,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-22T15-53-27.jpg,courmettes,0.4382,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-19T09-33-33.jpg,brison,0.438,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-07T09-07-24.jpg,courmettes,0.4377,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-09T09-39-13.jpg,courmettes,0.4377,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-03-01T11-22-47.jpg,brison,0.4376,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-80_2024-01-10T11-10-41.jpg,courmettes,0.4372,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-25T14-22-12.jpg,courmettes,0.4371,5,broken overcast over ridgelines,cloud
sdis-07_brison-290_2024-09-05T09-50-18.jpg,brison,0.437,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-26T10-55-48.jpg,courmettes,0.4367,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-02-05T11-07-37.jpg,courmettes,0.4358,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-02-23T09-39-47.jpg,brison,0.4356,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-22T15-23-03.jpg,courmettes,0.4348,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-02T12-12-29.jpg,courmettes,0.4343,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-06-23T19-27-09.jpg,courmettes,0.4341,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-20_2024-01-12T10-33-47.jpg,brison,0.4335,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-20_2024-02-08T18-23-45.jpg,brison,0.4333,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-01-04T15-32-03.jpg,brison,0.4329,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-26T09-12-19.jpg,courmettes,0.4327,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-01-22T15-25-27.jpg,courmettes,0.4321,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-09T09-37-12.jpg,courmettes,0.432,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-20_2024-01-12T10-40-00.jpg,brison,0.4318,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-29T12-11-55.jpg,courmettes,0.4318,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-212_2024-01-08T11-05-23.jpg,courmettes,0.4317,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-04-27T10-07-39.jpg,courmettes,0.4316,3,clear sky / thin high cloud over forest,clear/haze
force-06_valbonne-138_2024-01-13T17-28-18.jpg,valbonne,0.4314,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-25T14-21-12.jpg,courmettes,0.4311,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-80_2024-02-24T09-28-00.jpg,courmettes,0.4308,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-19T11-07-48.jpg,courmettes,0.4304,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-01-19T11-07-57.jpg,courmettes,0.4304,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-290_2024-02-07T17-11-04.jpg,brison,0.4303,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-04-27T19-27-30.jpg,courmettes,0.4301,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-275_2024-04-20T19-47-31.jpg,courmettes,0.4301,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-02-27T16-56-53.jpg,valbonne,0.4297,2,fog / marine-layer whiteout,fog
force-06_courmettes-160_2024-01-09T10-19-47.jpg,courmettes,0.4295,5,broken overcast over ridgelines,cloud
sdis-07_brison-290_2024-09-05T11-11-08.jpg,brison,0.4287,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-02-23T09-26-46.jpg,brison,0.4285,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-25T13-55-11.jpg,courmettes,0.4273,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-02-27T16-54-05.jpg,courmettes,0.4273,2,fog / marine-layer whiteout,fog
force-06_courmettes-160_2024-04-26T11-13-18.jpg,courmettes,0.4273,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-01-31T09-43-15.jpg,courmettes,0.4263,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-01-04T17-16-47.jpg,courmettes,0.4261,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-03T09-56-56.jpg,courmettes,0.4261,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-03T09-56-47.jpg,courmettes,0.4261,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-01-28T09-05-07.jpg,brison,0.4242,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-02-16T08-38-34.jpg,courmettes,0.424,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-07-31T08-41-00.jpg,courmettes,0.4221,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-26T11-26-48.jpg,courmettes,0.4219,5,broken overcast over ridgelines,cloud
force-06_valbonne-138_2024-01-13T17-37-19.jpg,valbonne,0.4216,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-03-01T11-21-47.jpg,brison,0.4216,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-80_2024-02-24T09-27-30.jpg,courmettes,0.4215,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-31T09-03-13.jpg,courmettes,0.4212,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-08T09-18-32.jpg,courmettes,0.4206,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-02-04T10-44-13.jpg,brison,0.4203,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-26T11-25-48.jpg,courmettes,0.4203,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-26T10-57-38.jpg,courmettes,0.4193,5,broken overcast over ridgelines,cloud
sdis-07_brison-200_2024-03-06T16-16-16.jpg,brison,0.4192,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-20T18-51-13.jpg,courmettes,0.4191,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-28T13-20-06.jpg,brison,0.4188,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-23T09-22-17.jpg,brison,0.418,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-138_2024-04-23T09-48-14.jpg,valbonne,0.4174,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-02-27T16-54-35.jpg,courmettes,0.4171,2,fog / marine-layer whiteout,fog
sdis-77_croix-augas-110_2024-07-14T19-41-31.jpg,croix-augas,0.4164,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-02-05T08-41-39.jpg,brison,0.4163,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-02-18T10-36-00.jpg,courmettes,0.4162,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-01-10T10-49-51.jpg,courmettes,0.4152,5,broken overcast over ridgelines,cloud
sdis-07_brison-290_2024-09-05T11-10-37.jpg,brison,0.4151,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-02-23T09-20-30.jpg,brison,0.4148,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-290_2024-09-05T11-07-47.jpg,brison,0.4148,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-01-28T09-05-40.jpg,brison,0.4147,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-26T11-27-23.jpg,brison,0.4145,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-23T09-40-20.jpg,brison,0.4142,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-11T11-12-08.jpg,courmettes,0.414,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-28T13-24-28.jpg,courmettes,0.4139,4,overcast stratus & valley haze (backlit),cloud
sdis-77_croix-augas-161_2024-08-08T11-25-57.jpg,croix-augas,0.4136,3,clear sky / thin high cloud over forest,clear/haze
sdis-77_croix-augas-161_2024-08-08T11-26-26.jpg,croix-augas,0.4133,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-01-19T11-33-39.jpg,courmettes,0.413,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-01-04T17-06-22.jpg,courmettes,0.4129,1,bright scattered / cumulus clouds,cloud
sdis-77_croix-augas-161_2024-08-08T11-18-26.jpg,croix-augas,0.4125,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-04-20T18-05-43.jpg,courmettes,0.4124,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-02-23T09-27-54.jpg,brison,0.4119,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-200_2024-03-06T16-53-39.jpg,brison,0.4118,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-03-06T16-53-46.jpg,brison,0.4118,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-02-17T15-40-07.jpg,brison,0.4113,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-01-02T10-55-28.jpg,courmettes,0.4111,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-110_2024-03-28T11-26-18.jpg,brison,0.4105,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-26T10-51-55.jpg,courmettes,0.4097,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-160_2024-04-26T10-51-51.jpg,courmettes,0.4097,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-02-23T09-20-46.jpg,brison,0.4097,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-03-21T08-06-50.jpg,brison,0.4096,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-20_2024-03-21T08-06-45.jpg,brison,0.4096,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-04-03T08-46-15.jpg,courmettes,0.4096,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-80_2024-02-24T09-27-00.jpg,courmettes,0.4095,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-01-24T10-44-05.jpg,brison,0.4092,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-25T13-54-12.jpg,courmettes,0.409,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-03-28T10-35-16.jpg,brison,0.4087,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-110_2024-03-28T10-35-25.jpg,brison,0.4087,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-275_2024-04-09T14-38-15.jpg,courmettes,0.4085,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-06-01T08-59-00.jpg,courmettes,0.4084,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-200_2024-03-14T09-35-03.jpg,brison,0.4083,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-02-18T10-54-30.jpg,courmettes,0.4078,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-290_2024-02-24T15-33-27.jpg,brison,0.4075,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-03-08T10-31-14.jpg,brison,0.4074,2,fog / marine-layer whiteout,fog
force-06_courmettes-160_2024-01-31T09-44-45.jpg,courmettes,0.4073,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-290_2024-09-05T10-27-40.jpg,brison,0.4071,2,fog / marine-layer whiteout,fog
force-06_courmettes-275_2024-01-26T15-08-43.jpg,courmettes,0.4056,1,bright scattered / cumulus clouds,cloud
force-06_valbonne-67_2024-06-25T09-00-51.jpg,valbonne,0.4055,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-212_2024-01-12T09-30-57.jpg,courmettes,0.4054,3,clear sky / thin high cloud over forest,clear/haze
sdis-77_croix-augas-110_2024-07-14T19-41-40.jpg,croix-augas,0.4051,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-04-23T10-14-32.jpg,courmettes,0.4051,0,low-sun glare & lens flare,sun/glare
force-06_courmettes-160_2024-04-26T11-16-30.jpg,courmettes,0.4049,5,broken overcast over ridgelines,cloud
force-06_courmettes-212_2024-01-25T14-26-12.jpg,courmettes,0.4041,0,low-sun glare & lens flare,sun/glare
sdis-07_brison-290_2024-09-05T10-26-12.jpg,brison,0.4038,5,broken overcast over ridgelines,cloud
force-06_courmettes-160_2024-04-20T18-09-42.jpg,courmettes,0.4036,1,bright scattered / cumulus clouds,cloud
sdis-07_brison-290_2024-09-05T11-09-45.jpg,brison,0.4033,5,broken overcast over ridgelines,cloud
sdis-07_brison-110_2024-01-28T09-06-37.jpg,brison,0.403,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-01-12T09-20-27.jpg,courmettes,0.4026,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-80_2024-02-24T09-29-37.jpg,courmettes,0.4024,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-160_2024-01-16T09-54-14.jpg,courmettes,0.4017,1,bright scattered / cumulus clouds,cloud
force-06_courmettes-212_2024-02-28T13-21-27.jpg,courmettes,0.4006,4,overcast stratus & valley haze (backlit),cloud
force-06_courmettes-275_2024-04-27T19-37-31.jpg,courmettes,0.4005,3,clear sky / thin high cloud over forest,clear/haze
force-06_courmettes-160_2024-04-20T16-54-55.jpg,courmettes,0.3997,5,broken overcast over ridgelines,cloud
force-06_courmettes-275_2024-04-27T19-26-59.jpg,courmettes,0.3988,3,clear sky / thin high cloud over forest,clear/haze
sdis-07_brison-20_2024-02-12T16-32-20.jpg,brison,0.398,4,overcast stratus & valley haze (backlit),cloud
sdis-07_brison-110_2024-09-05T14-58-55.jpg,brison,0.3977,1,bright scattered / cumulus clouds,cloud
